GEOID,NAME,median_income
17031460500,Census Tract 4605; Cook County; Illinois,52768.0
17031460800,Census Tract 4608; Cook County; Illinois,36812.0
17031461000,Census Tract 4610; Cook County; Illinois,14601.0
17031470100,Census Tract 4701; Cook County; Illinois,47054.0
17031480100,Census Tract 4801; Cook County; Illinois,72625.0
17031480200,Census Tract 4802; Cook County; Illinois,52132.0
17031480300,Census Tract 4803; Cook County; Illinois,55772.0
17031480400,Census Tract 4804; Cook County; Illinois,70232.0
17031480500,Census Tract 4805; Cook County; Illinois,60700.0
17031490200,Census Tract 4902; Cook County; Illinois,60741.0
17031490500,Census Tract 4905; Cook County; Illinois,87917.0
17031490600,Census Tract 4906; Cook County; Illinois,71498.0
17031490700,Census Tract 4907; Cook County; Illinois,41667.0
